gchr	fend	sstart	tag	fgeneid	sgeneid	len1	len2	id	distance	cdis
chr16	422786	422884	Convergent	YPL070W	YPL069C	1839	1008	p5710	98	<=250
chr1	57850	57949	Convergent	YAL044W-A	YAL044C	333	513	p26	99	<=250
chr1	114819	114918	Codirectional+	YAL019W-A	YAL019W	570	3396	p52	99	<=250
chr4	1438015	1438114	Convergent	YDR494W	YDR495C	1086	3036	p1393	99	<=250
chr4	1471448	1471547	Convergent	YDR513W	YDR514C	432	1452	p1409	99	<=250
chr6	253329	253428	Convergent	YFR052W	YFR052C-A	825	306	p1844	99	<=250
chr11	656736	656835	Codirectional+	YKR103W	YKR104W	3657	921	p3567	99	<=250
chr12	434058	434157	Convergent	YLR146W-A	YLR147C	189	306	p3774	99	<=250
chr13	561856	561955	Convergent	YMR149W	YMR150C	861	573	p4371	99	<=250
chr16	272194	272293	Convergent	YPL149W	YPL148C	885	522	p5634	99	<=250
chr1	170295	170395	Convergent	YAR015W	YAR018C	921	1308	p79	100	<=250
chr2	723635	723735	Convergent	YBR253W	YBR254C	366	528	p468	100	<=250
chr3	12285	12385	Codirectional-	YCL068C	YCL067C	783	633	p520	100	<=250
chr4	167258	167358	Convergent	YDL163W	YDL162C	303	357	p761	100	<=250
chr4	786205	786305	Convergent	YDR165W	YDR166C	1335	2916	p1071	100	<=250
chr7	912812	912912	Convergent	YGR208W	YGR209C	930	315	p2301	100	<=250
chr10	500612	500712	Convergent	YJR035W	YJR036C	3258	2679	p3129	100	<=250
chr13	878679	878779	Convergent	YMR304W	YMR304C-A	3693	351	p4533	100	<=250
chr14	61857	61957	Convergent	YNL303W	YNL302C	348	986	p4590	100	<=250
chr15	788641	788741	Convergent	YOR241W	YOR242C	1647	1116	p5353	100	<=250
chr2	586445	586546	Convergent	YBR178W	YBR179C	375	2568	p390	101	<=250
chr5	462866	462967	Convergent	YER146W	YER147C	282	1875	p1675	101	<=250
chr7	232348	232449	Convergent	YGL145W	YGL144C	2106	2058	p1958	101	<=250
chr7	303411	303512	Divergent	YGL110C	YGL109W	1875	324	p1992	101	<=250
chr8	248337	248438	Convergent	YHR074W	YHR075C	2145	1203	p2517	101	<=250
chr10	568704	568805	Convergent	YJR068W	YJR069C	1062	594	p3160	101	<=250
chr1	57385	57487	Codirectional-	YAL046C	YAL045C	357	309	p25	102	<=250
chr1	87752	87854	Convergent	YAL030W	YAL029C	467	4416	p43	102	<=250
chr4	256530	256632	Convergent	YDL114W	YDL113C	927	1923	p810	102	<=250
chr7	1006102	1006204	Convergent	YGR256W	YGR257C	1479	1101	p2346	102	<=250
chr10	305118	305220	Convergent	YJL073W	YJL072C	1938	642	p3033	102	<=250
chr13	350863	350965	Convergent	YMR040W	YMR041C	483	1008	p4262	102	<=250
chr13	833253	833355	Convergent	YMR281W	YMR282C	915	1743	p4510	102	<=250
chr15	159445	159547	Convergent	YOL086W-A	YOL086C	273	1047	p5036	102	<=250
chr10	185424	185527	Convergent	YJL126W	YJL125C	924	1152	p2985	103	<=250
chr12	896270	896373	Convergent	YLR386W	YLR387C	2643	1299	p4011	103	<=250
chr15	294673	294776	Convergent	YOL017W	YOL016C	2145	1344	p5104	103	<=250
chr3	43556	43660	Convergent	YCL048W	YCL047C	1392	777	p538	104	<=250
chr12	494389	494493	Convergent	YLR164W	YLR165C	507	765	p3807	104	<=250
chr12	799592	799696	Convergent	YLR335W	YLR336C	2163	2700	p3965	104	<=250
chr4	1489492	1489597	Convergent	YDR524W-C	YDR524C-B	90	201	p1420	105	<=250
chr7	910737	910842	Convergent	YGR206W	YGR207C	306	786	p2299	105	<=250
chr7	1037694	1037799	Convergent	YGR271W	YGR271C-A	5904	702	p2358	105	<=250
chr8	175089	175194	Codirectional+	YHR032W	YHR032W-A	1746	180	p2469	105	<=250
chr11	356642	356747	Codirectional+	YKL044W	YKL043W	321	1101	p3423	105	<=250
chr13	82113	82218	Codirectional-	YML095C	YML094C-A	633	402	p4126	105	<=250
chr13	570194	570299	Convergent	YMR155W	YMR156C	1644	717	p4376	105	<=250
chr13	855293	855398	Convergent	YMR292W	YMR293C	499	1395	p4521	105	<=250
chr14	33188	33293	Convergent	YNL323W	YNL322C	1245	942	p4572	105	<=250
chr15	201879	201984	Codirectional-	YOL068C	YOL067C	1512	534	p5054	105	<=250
chr15	402655	402760	Convergent	YOR037W	YOR038C	1101	2628	p5164	105	<=250
chr15	473369	473474	Convergent	YOR078W	YOR079C	645	942	p5202	105	<=250
chr3	23925	24031	Convergent	YCL058W-A	YCL057C-A	342	294	p527	106	<=250
chr8	189024	189130	Convergent	YHR040W	YHR041C	1101	734	p2479	106	<=250
chr13	397796	397902	Codirectional+	YMR063W	YMR064W	720	1557	p4283	106	<=250
chr15	49448	49554	Convergent	YOL146W	YOL145C	585	3234	p4976	106	<=250
chr15	711576	711682	Convergent	YOR193W	YOR194C	1131	861	p5312	106	<=250
chr16	182548	182654	Convergent	YPL193W	YPL192C	1146	402	p5590	106	<=250
chr1	83227	83334	Convergent	YAL033W	YAL032C	522	1140	p40	107	<=250
chr1	134076	134183	Convergent	YAL011W	YAL010C	1878	1482	p62	107	<=250
chr4	701289	701396	Convergent	YDR124W	YDR125C	975	1362	p1035	107	<=250
chr7	77907	78014	Convergent	YGL225W	YGL224C	1014	843	p1886	107	<=250
chr9	404765	404872	Convergent	YIR025W	YIR026C	1107	1095	p2876	107	<=250
chr15	26976	27083	Codirectional+	YOL156W	YOL155W-A	1704	135	p4967	107	<=250
chr15	479188	479295	Codirectional-	YOR081C	YOR082C	2250	342	p5205	107	<=250
chr15	1009116	1009223	Convergent	YOR356W	YOR357C	1896	489	p5464	107	<=250
chr16	682112	682219	Codirectional+	YPR066W	YPR067W	900	558	p5840	107	<=250
chr2	434297	434405	Convergent	YBR094W	YBR095C	2262	1293	p309	108	<=250
chr10	673620	673728	Convergent	YJR133W	YJR134C	630	2124	p3219	108	<=250
chr12	829380	829488	Convergent	YLR350W	YLR351C	651	876	p3978	108	<=250
chr15	360352	360460	Convergent	YOR015W	YOR016C	360	624	p5139	108	<=250
chr5	318810	318919	Codirectional+	YER078W-A	YER079W	165	633	p1605	109	<=250
chr11	153706	153815	Convergent	YKL160W	YKL159C	438	636	p3312	109	<=250
chr12	708338	708447	Codirectional-	YLR285C-A	YLR286C	171	1689	p3918	109	<=250
chr15	240094	240203	Convergent	YOL049W	YOL048C	1476	1107	p5073	109	<=250
chr7	418593	418703	Codirectional-	YGL042C	YGL041C-B	306	183	p2052	110	<=250
chr7	889622	889732	Convergent	YGR195W	YGR196C	741	2454	p2287	110	<=250
chr12	683561	683671	Convergent	YLR271W	YLR272C	825	3531	p3906	110	<=250
chr12	704960	705070	Codirectional-	YLR281C	YLR282C	468	342	p3914	110	<=250
chr12	815983	816093	Codirectional+	YLR342W-A	YLR343W	174	1668	p3971	110	<=250
chr2	480323	480434	Convergent	YBR119W	YBR120C	986	489	p333	111	<=250
chr4	1319275	1319386	Codirectional-	YDR423C	YDR424C	1230	455	p1330	111	<=250
chr5	529418	529529	Convergent	YER171W	YER172C	2337	6492	p1699	111	<=250
chr10	164166	164277	Convergent	YJL132W	YJL131C	2253	1071	p2977	111	<=250
chr15	70044	70155	Codirectional-	YOL135C	YOL134C	669	390	p4987	111	<=250
chr16	70951	71062	Convergent	YPL254W	YPL253C	1467	1944	p5531	111	<=250
chr16	541970	542081	Convergent	YPL008W	YPL007C	2586	1767	p5770	111	<=250
chr12	285623	285735	Convergent	YLR077W	YLR078C	1752	824	p3707	112	<=250
chr13	194800	194912	Convergent	YML042W	YML041C	2013	843	p4179	112	<=250
chr13	685798	685910	Convergent	YMR208W	YMR209C	1332	1374	p4434	112	<=250
chr6	227337	227450	Codirectional+	YFR036W	YFR036W-A	375	651	p1828	113	<=250
chr11	98607	98720	Divergent	YKL183C-A	YKL183W	213	921	p3288	113	<=250
chr3	60726	60840	Convergent	YCL036W	YCL035C	1701	333	p546	114	<=250
chr10	307856	307970	Convergent	YJL071W	YJL070C	1725	2667	p3035	114	<=250
chr12	954144	954258	Codirectional-	YLR414C	YLR415C	792	339	p4041	114	<=250
chr13	388244	388358	Codirectional-	YMR056C	YMR057C	930	372	p4276	114	<=250
chr16	916962	917076	Convergent	YPR189W	YPR190C	4299	1965	p5958	114	<=250
chr3	194298	194413	Convergent	YCR036W	YCR037C	1002	2772	p617	115	<=250
chr6	208297	208412	Convergent	YFR027W	YFR028C	846	1656	p1816	115	<=250
chr8	77314	77429	Codirectional-	YHL014C	YHL013C	1218	924	p2420	115	<=250
chr10	26771	26886	Divergent	YJL215C	YJL214W	360	1710	p2902	115	<=250
chr10	492262	492377	Convergent	YJR032W	YJR033C	1182	4074	p3126	115	<=250
chr10	585004	585119	Convergent	YJR084W	YJR085C	1272	318	p3172	115	<=250
chr15	720065	720180	Divergent	YOR198C	YOR199W	1413	330	p5317	115	<=250
chr1	126786	126902	Convergent	YAL016W	YAL015C	1908	1200	p57	116	<=250
chr2	783556	783672	Convergent	YBR290W	YBR291C	966	900	p504	116	<=250
chr4	149086	149202	Codirectional-	YDL172C	YDL171C	480	6438	p753	116	<=250
chr4	1397909	1398025	Codirectional-	YDR467C	YDR468C	327	675	p1368	116	<=250
chr5	476228	476344	Convergent	YER154W	YER155C	1209	6504	p1682	116	<=250
chr8	184758	184874	Convergent	YHR038W	YHR039C	693	1935	p2476	116	<=250
chr8	453441	453557	Codirectional+	YHR175W	YHR175W-A	570	150	p2623	116	<=250
chr13	622134	622250	Convergent	YMR179W	YMR180C	2277	963	p4402	116	<=250
chr15	889750	889866	Convergent	YOR305W	YOR306C	729	1566	p5415	116	<=250
chr3	294321	294438	Codirectional+	YCR097W	YCR097W-A	487	267	p668	117	<=250
chr6	237250	237367	Convergent	YFR040W	YFR041C	3009	888	p1832	117	<=250
chr7	458992	459109	Convergent	YGL019W	YGL018C	837	555	p2074	117	<=250
chr9	47973	48090	Codirectional+	YIL156W-B	YIL156W	284	3216	p2691	117	<=250
chr12	1015450	1015567	Convergent	YLR439W	YLR440C	960	2130	p4064	117	<=250
chr9	179653	179771	Convergent	YIL099W	YIL098C	1650	468	p2750	118	<=250
chr12	552605	552723	Convergent	YLR204W	YLR205C	336	954	p3843	118	<=250
chr12	717026	717144	Convergent	YLR289W	YLR290C	1938	834	p3923	118	<=250
chr13	138944	139062	Convergent	YML068W	YML067C	1395	1152	p4152	118	<=250
chr16	199376	199494	Convergent	YPL183W-A	YPL183C	282	3042	p5600	118	<=250
chr2	690263	690382	Convergent	YBR235W	YBR236C	3363	1311	p450	119	<=250
chr4	830277	830396	Convergent	YDR183W	YDR183C-A	693	258	p1093	119	<=250
chr4	843449	843568	Convergent	YDR191W	YDR192C	1113	1293	p1100	119	<=250
chr6	244159	244278	Codirectional-	YFR046C	YFR047C	1086	888	p1838	119	<=250
chr7	765606	765725	Divergent	YGR138C	YGR139W	1845	339	p2229	119	<=250
chr9	116904	117023	Convergent	YIL128W	YIL127C	3099	621	p2720	119	<=250
chr11	488618	488737	Convergent	YKR025W	YKR026C	849	918	p3491	119	<=250
chr14	120998	121117	Convergent	YNL275W	YNL274C	1731	1053	p4618	119	<=250
chr3	106853	106973	Codirectional-	YCL008C	YCL007C	1158	393	p570	120	<=250
chr4	490896	491016	Codirectional+	YDR023W	YDR024W	1389	486	p934	120	<=250
chr8	313995	314115	Convergent	YHR099W	YHR100C	11235	558	p2544	120	<=250
chr12	954889	955009	Divergent	YLR416C	YLR417W	399	1701	p4042	120	<=250
chr13	178305	178425	Divergent	YML049C	YML048W	4086	1212	p4173	120	<=250
chr4	164865	164986	Convergent	YDL165W	YDL164C	576	2268	p760	121	<=250
chr6	152535	152656	Convergent	YFR002W	YFR003C	2520	468	p1790	121	<=250
chr10	347325	347446	Convergent	YJL049W	YJL048C	1353	1191	p3057	121	<=250
chr10	643368	643489	Convergent	YJR117W	YJR118C	1362	612	p3204	121	<=250
chr11	506395	506516	Divergent	YKR031C	YKR032W	5052	315	p3497	121	<=250
chr12	587573	587694	Convergent	YLR224W	YLR225C	1110	1224	p3862	121	<=250
chr12	769196	769317	Convergent	YLR318W	YLR319C	2655	2367	p3950	121	<=250
chr13	858087	858208	Codirectional+	YMR294W	YMR294W-A	1122	360	p4523	121	<=250
chr15	136405	136526	Convergent	YOL097W-A	YOL097C	186	1299	p5024	121	<=250
chr15	150276	150397	Convergent	YOL090W	YOL089C	2895	3093	p5032	121	<=250
chr1	80587	80709	Convergent	YAL034W-A	YAL034C	870	1242	p38	122	<=250
chr2	301821	301943	Codirectional+	YBR032W	YBR033W	303	2760	p245	122	<=250
chr3	247910	248032	Convergent	YCR073W-A	YCR075C	948	783	p645	122	<=250
chr3	263269	263391	Codirectional+	YCR085W	YCR086W	354	573	p655	122	<=250
chr5	148599	148721	Convergent	YEL003W	YEL002C	424	1293	p1516	122	<=250
chr6	93376	93498	Convergent	YFL023W	YFL022C	2391	1512	p1765	122	<=250
chr7	899781	899903	Convergent	YGR199W	YGR200C	2280	2367	p2291	122	<=250
chr10	619034	619156	Convergent	YJR101W	YJR102C	801	609	p3188	122	<=250
chr11	596298	596420	Convergent	YKR082W	YKR083C	3474	402	p3545	122	<=250
chr11	603072	603194	Convergent	YKR086W	YKR087C	3216	1038	p3549	122	<=250
chr13	459301	459423	Convergent	YMR096W	YMR097C	894	1104	p4316	122	<=250
chr16	340945	341067	Convergent	YPL111W	YPL110C	1002	3672	p5670	122	<=250
chr2	613900	614023	Codirectional-	YBR196C	YBR196C-A	1665	150	p409	123	<=250
chr4	581784	581907	Convergent	YDR065W	YDR066C	1098	591	p977	123	<=250
chr8	122765	122888	Codirectional-	YHR007C-A	YHR008C	216	702	p2443	123	<=250
chr8	207530	207653	Divergent	YHR049C-A	YHR050W	297	1650	p2489	123	<=250
chr10	689321	689444	Convergent	YJR138W	YJR139C	4755	1080	p3225	123	<=250
chr11	186292	186415	Codirectional+	YKL137W	YKL136W	336	399	p3333	123	<=250
chr13	796416	796539	Convergent	YMR264W	YMR265C	612	1386	p4492	123	<=250
chr14	499557	499680	Codirectional+	YNL067W-B	YNL067W	141	576	p4811	123	<=250
chr15	838960	839083	Convergent	YOR274W	YOR275C	1287	1986	p5384	123	<=250
chr16	324287	324410	Codirectional-	YPL119C-A	YPL119C	264	1854	p5662	123	<=250
chr4	847946	848070	Divergent	YDR194C	YDR194W-A	1995	153	p1102	124	<=250
chr4	1450073	1450197	Convergent	YDR499W	YDR500C	2244	656	p1398	124	<=250
chr7	187339	187463	Codirectional+	YGL169W	YGL168W	1281	333	p1938	124	<=250
chr8	339984	340108	Convergent	YHR114W	YHR115C	1902	1251	p2559	124	<=250
chr13	407584	407708	Codirectional+	YMR068W	YMR069W	1281	858	p4288	124	<=250
chr15	469252	469376	Convergent	YOR075W	YOR076C	1041	2244	p5199	124	<=250
chr15	804907	805031	Convergent	YOR253W	YOR254C	531	1992	p5364	124	<=250
chr16	317516	317640	Convergent	YPL124W	YPL123C	762	1305	p5657	124	<=250
chr16	724717	724841	Codirectional-	YPR095C	YPR096C	3681	303	p5865	124	<=250
chr1	73300	73425	Codirectional-	YAL037C-B	YAL037C-A	975	93	p33	125	<=250
chr3	101191	101316	Convergent	YCL014W	YCL012C	4911	472	p565	125	<=250
chr7	922507	922632	Convergent	YGR215W	YGR216C	333	1830	p2308	125	<=250
chr9	377161	377286	Convergent	YIR010W	YIR011C	1731	960	p2858	125	<=250
chr10	423012	423137	Codirectional-	YJL007C	YJL006C	315	972	p3092	125	<=250
chr12	385408	385533	Divergent	YLR118C	YLR119W	684	642	p3748	125	<=250
chr13	385975	386100	Convergent	YMR054W	YMR055C	2673	921	p4274	125	<=250
chr16	886398	886523	Convergent	YPR172W	YPR173C	603	1314	p5942	125	<=250
chr13	733141	733267	Codirectional+	YMR230W	YMR230W-A	728	189	p4456	126	<=250
chr14	644193	644319	Convergent	YNR010W	YNR011C	450	2631	p4886	126	<=250
chr14	687116	687242	Convergent	YNR032W	YNR032C-A	1107	222	p4907	126	<=250
chr15	45633	45759	Convergent	YOL149W	YOL148C	696	1815	p4973	126	<=250
chr15	761265	761391	Divergent	YOR224C	YOR225W	441	330	p5338	126	<=250
chr2	28299	28426	Divergent	YBL101C	YBL100W-C	3354	120	p114	127	<=250
chr2	469620	469747	Convergent	YBR114W	YBR115C	2373	4179	p329	127	<=250
chr3	199418	199545	Convergent	YCR038W-A	YCR039C	126	633	p619	127	<=250
chr4	336121	336248	Convergent	YDL066W	YDL065C	1287	1029	p855	127	<=250
chr8	496187	496314	Convergent	YHR197W	YHR198C	2292	966	p2647	127	<=250
chr12	1055684	1055811	Convergent	YLR456W	YLR457C	615	960	p4080	127	<=250
chr14	616083	616210	Convergent	YNL009W	YNL008C	1263	2031	p4868	127	<=250
chr15	472597	472724	Codirectional+	YOR077W	YOR078W	699	645	p5201	127	<=250
chr16	406044	406171	Convergent	YPL081W	YPL080C	1095	327	p5700	127	<=250
chr4	963861	963989	Convergent	YDR252W	YDR253C	450	576	p1159	128	<=250
chr9	251913	252041	Convergent	YIL056W	YIL055C	1923	1884	p2789	128	<=250
chr9	398385	398513	Codirectional+	YIR021W	YIR021W-A	1092	213	p2871	128	<=250
chr9	412770	412898	Divergent	YIR030C	YIR030W-A	735	384	p2881	128	<=250
chr2	109995	110124	Convergent	YBL060W	YBL059C-A	2064	415	p150	129	<=250
chr2	676227	676356	Convergent	YBR228W	YBR229C	915	2865	p442	129	<=250
chr2	784572	784701	Codirectional-	YBR291C	YBR292C	900	372	p505	129	<=250
chr4	425872	426001	Codirectional-	YDL016C	YDL015C	303	933	p897	129	<=250
chr7	92382	92511	Codirectional+	YGL212W	YGL211W	951	1080	p1896	129	<=250
chr7	790329	790458	Convergent	YGR149W	YGR150C	1299	2595	p2241	129	<=250
chr10	251691	251820	Convergent	YJL095W	YJL094C	4437	2622	p3013	129	<=250
chr11	339442	339571	Divergent	YKL053C-A	YKL053W	261	375	p3414	129	<=250
chr13	449928	450057	Convergent	YMR090W	YMR091C	684	1308	p4310	129	<=250
chr14	697484	697613	Convergent	YNR038W	YNR039C	1890	1818	p4915	129	<=250
chr16	396572	396701	Convergent	YPL084W	YPL083C	2535	1404	p5697	129	<=250
chr16	593356	593485	Convergent	YPR016W-A	YPR017C	261	432	p5796	129	<=250
chr16	793781	793910	Codirectional-	YPR130C	YPR131C	408	588	p5897	129	<=250
chr4	183187	183317	Convergent	YDL152W	YDL151C	366	582	p772	130	<=250
chr8	401955	402085	Convergent	YHR152W	YHR153C	522	597	p2600	130	<=250
chr9	228419	228549	Codirectional+	YIL072W	YIL071W-A	1818	477	p2775	130	<=250
chr9	365335	365465	Convergent	YIR005W	YIR006C	447	4443	p2853	130	<=250
chr9	383425	383555	Convergent	YIR016W	YIR017C	798	564	p2864	130	<=250
chr10	190243	190373	Convergent	YJL122W	YJL121C	528	717	p2989	130	<=250
chr10	647476	647606	Codirectional+	YJR120W	YJR121W	351	1536	p3207	130	<=250
chr14	402521	402651	Convergent	YNL119W	YNL118C	1482	2913	p4761	130	<=250
chr4	1424688	1424819	Convergent	YDR484W	YDR485C	1926	2388	p1384	131	<=250
chr7	464911	465042	Convergent	YGL016W	YGL015C	3246	393	p2077	131	<=250
chr10	407426	407557	Divergent	YJL015C	YJL014W	285	1605	p3085	131	<=250
chr13	507370	507501	Convergent	YMR119W-A	YMR120C	375	1779	p4340	131	<=250
chr14	654541	654672	Convergent	YNR015W	YNR016C	1155	6702	p4891	131	<=250
chr15	440258	440389	Codirectional-	YOR059C	YOR060C	1353	774	p5183	131	<=250
chr15	466543	466674	Convergent	YOR073W	YOR074C	1773	915	p5197	131	<=250
chr16	120031	120162	Convergent	YPL228W	YPL227C	1650	1005	p5556	131	<=250
chr16	922777	922908	Convergent	YPR192W	YPR193C	918	471	p5961	131	<=250
chr7	43174	43306	Codirectional+	YGL244W	YGL243W	1677	1203	p1868	132	<=250
chr8	334394	334526	Convergent	YHR111W	YHR112C	1323	1137	p2556	132	<=250
chr9	37252	37384	Divergent	YIL163C	YIL162W	354	1599	p2685	132	<=250
chr10	260947	261079	Convergent	YJL092W	YJL091C	3525	1473	p3016	132	<=250
chr11	485011	485143	Convergent	YKR023W	YKR024C	1593	2229	p3489	132	<=250
chr15	847320	847452	Codirectional+	YOR282W	YOR283W	321	693	p5390	132	<=250
chr2	708016	708149	Convergent	YBR244W	YBR245C	489	3390	p459	133	<=250
chr4	825776	825909	Convergent	YDR180W	YDR181C	4482	1446	p1089	133	<=250
chr5	278164	278297	Convergent	YER060W-A	YER061C	1593	1329	p1585	133	<=250
chr9	46815	46948	Convergent	YIL158W	YIL157C	615	594	p2690	133	<=250
chr9	381814	381947	Codirectional+	YIR014W	YIR015W	729	435	p2862	133	<=250
chr12	1013775	1013908	Convergent	YLR438W	YLR438C-A	1275	270	p4062	133	<=250
chr15	483085	483218	Convergent	YOR085W	YOR086C	1053	3561	p5208	133	<=250
chr3	218241	218375	Convergent	YCR053W	YCR054C	1545	1692	p630	134	<=250
chr7	403302	403436	Codirectional+	YGL053W	YGL052W	714	306	p2044	134	<=250
chr9	402706	402840	Codirectional-	YIR023C-A	YIR024C	324	651	p2874	134	<=250
chr13	206293	206427	Convergent	YML036W	YML035C	652	2433	p4184	134	<=250
chr14	351580	351714	Divergent	YNL146C-A	YNL146W	195	303	p4733	134	<=250
chr15	377712	377846	Divergent	YOR023C	YOR024W	1701	324	p5148	134	<=250
chr2	244230	244365	Convergent	YBR003W	YBR004C	1422	1302	p215	135	<=250
chr3	139049	139184	Codirectional-	YCR013C	YCR014C	648	1749	p589	135	<=250
chr4	552948	553083	Convergent	YDR047W	YDR048C	1089	315	p961	135	<=250
chr4	852397	852532	Convergent	YDR197W	YDR198C	1170	1440	p1106	135	<=250
chr4	1239824	1239959	Convergent	YDR382W	YDR383C	333	717	p1293	135	<=250
chr8	372558	372693	Convergent	YHR134W	YHR135C	810	1617	p2580	135	<=250
chr10	72574	72709	Convergent	YJL193W	YJL192C	1209	705	p2921	135	<=250
chr11	411483	411618	Convergent	YKL015W	YKL014C	2940	5295	p3452	135	<=250
chr13	410626	410761	Convergent	YMR070W	YMR071C	1473	504	p4290	135	<=250
chr13	533027	533162	Convergent	YMR130W	YMR131C	909	1536	p4352	135	<=250
chr15	626492	626627	Convergent	YOR154W	YOR155C	1764	1353	p5271	135	<=250
chr4	201582	201718	Convergent	YDL143W	YDL142C	1587	852	p780	136	<=250
chr4	284444	284580	Convergent	YDL099W	YDL098C	1026	585	p825	136	<=250
chr4	1266158	1266294	Codirectional+	YDR395W	YDR396W	2835	501	p1306	136	<=250
chr5	387795	387931	Convergent	YER112W	YER113C	564	2121	p1640	136	<=250
chr8	424473	424609	Convergent	YHR163W	YHR164C	750	4569	p2611	136	<=250
chr9	167444	167580	Convergent	YIL106W	YIL105C	1030	2061	p2742	136	<=250
chr9	335529	335665	Convergent	YIL010W	YIL009C-A	648	547	p2837	136	<=250
chr11	560652	560788	Convergent	YKR062W	YKR063C	987	1509	p3525	136	<=250
chr12	257855	257991	Convergent	YLR057W	YLR058C	2550	1410	p3689	136	<=250
chr13	597195	597331	Convergent	YMR167W	YMR168C	2310	1827	p4389	136	<=250
chr14	557783	557919	Convergent	YNL038W	YNL037C	764	1083	p4840	136	<=250
chr3	110670	110807	Convergent	YCL004W	YCL002C	1566	868	p573	137	<=250
chr4	107070	107207	Codirectional+	YDL196W	YDL195W	330	3822	p731	137	<=250
chr4	857999	858136	Codirectional+	YDR203W	YDR204W	318	1008	p1110	137	<=250
chr4	1272085	1272222	Codirectional+	YDR400W	YDR401W	1023	564	p1310	137	<=250
chr10	388247	388384	Convergent	YJL030W	YJL029C	591	2469	p3075	137	<=250
chr12	501122	501259	Convergent	YLR171W	YLR172C	390	903	p3812	137	<=250
chr13	538551	538688	Convergent	YMR134W	YMR135C	714	1368	p4356	137	<=250
chr13	574928	575065	Divergent	YMR159C	YMR160W	453	2451	p4381	137	<=250
chr16	406498	406635	Divergent	YPL080C	YPL079W	327	904	p5701	137	<=250
chr14	78520	78658	Convergent	YNL295W	YNL294C	1575	1602	p4597	138	<=250
chr2	141972	142111	Convergent	YBL041W	YBL040C	726	757	p169	139	<=250
chr4	1225026	1225165	Convergent	YDR374W-A	YDR375C	270	1371	p1283	139	<=250
chr7	643008	643147	Convergent	YGR080W	YGR081C	999	633	p2171	139	<=250
chr9	181977	182116	Convergent	YIL097W	YIL096C	1551	1011	p2752	139	<=250
chr11	228799	228938	Codirectional-	YKL111C	YKL110C	336	942	p3353	139	<=250
chr12	51947	52086	Convergent	YLL043W	YLL042C	2010	504	p3592	139	<=250
chr12	454556	454695	Codirectional+	YLR154W-B	YLR154W-C	165	375	p3785	139	<=250
chr2	320275	320415	Convergent	YBR041W	YBR042C	2010	1194	p254	140	<=250
chr12	616191	616331	Convergent	YLR238W	YLR239C	1437	987	p3873	140	<=250
chr13	339277	339417	Convergent	YMR033W	YMR034C	1490	1305	p4255	140	<=250
chr13	864271	864411	Convergent	YMR298W	YMR299C	453	939	p4527	140	<=250
chr14	542822	542962	Codirectional+	YNL046W	YNL045W	519	2016	p4832	140	<=250
chr15	464630	464770	Codirectional+	YOR072W-B	YOR073W	162	1773	p5196	140	<=250
chr16	878549	878689	Codirectional+	YPR168W	YPR169W	474	1479	p5938	140	<=250
chr4	280165	280306	Convergent	YDL102W	YDL101C	3294	1542	p822	141	<=250
chr4	1332841	1332982	Convergent	YDR434W	YDR435C	1605	987	p1338	141	<=250
chr5	172492	172633	Convergent	YER009W	YER010C	378	705	p1528	141	<=250
