gchr	gstart	gend	gname	collision	collisiontype	DistanceGroup
chr15	490195	490828	YOR089C	headon1000	headon	1000
chr15	83833	85264	YOL125W	headon1000	headon	1000
chr15	853356	854112	YOR289W	headon1000	headon	1000
chr15	85455	86757	YOL124C	headon1000	headon	1000
chr15	855146	860258	YOR290C	headon1000	headon	1000
chr15	870201	874071	YOR296W	headon1000	headon	1000
chr15	874742	875321	YOR297C	headon1000	headon	1000
chr15	906235	907555	YOR316C	codirectional1000	codirectional	1000
chr15	907725	907935	YOR316C-A	codirectional1000	codirectional	1000
chr15	909342	911445	YOR317W	codirectional1000	codirectional	1000
chr15	981811	982162	YOR345C	headon1000	headon	1000
chr15	981827	984785	YOR346W	codirectional1000	codirectional	1000
chr16	287513	289034	YPL140C	codirectional1000	codirectional	1000
chr16	289668	291051	YPL139C	headon1000	headon	1000
chr16	383454	384408	YPL087W	headon1000	headon	1000
chr16	384772	386446	YPL086C	headon1000	headon	1000
chr16	415762	418027	YPL074W	headon1000	headon	1000
chr16	418498	418984	YPL073C	headon1000	headon	1000
chr16	418511	420011	YPL072W	codirectional1000	codirectional	1000
chr16	455758	456664	YPL054W	headon1000	headon	1000
chr16	457117	458458	YPL053C	headon1000	headon	1000
chr16	511100	511664	YPL021W	headon1000	headon	1000
chr16	512312	514178	YPL020C	headon1000	headon	1000
chr16	561503	563768	YPR003C	codirectional1000	codirectional	1000
chr16	565786	566671	YPR005C	headon1000	headon	1000
chr16	631514	633761	YPR031W	headon1000	headon	1000
chr16	634122	637224	YPR032W	codirectional1000	codirectional	1000
chr16	682940	684353	YPR068C	codirectional1000	codirectional	1000
chr16	684555	685437	YPR069C	headon1000	headon	1000
chr16	71062	73006	YPL253C	codirectional1000	codirectional	1000
chr16	73362	73881	YPL252C	headon1000	headon	1000
chr16	73624	73927	YPL251W	codirectional1000	codirectional	1000
chr16	818129	818693	YPR142C	codirectional1000	codirectional	1000
chr16	818322	819075	YPR143W	headon1000	headon	1000
chr16	819764	821423	YPR144C	headon1000	headon	1000
chr16	841265	842669	YPR157W	headon1000	headon	1000
chr16	843261	844020	YPR158W	codirectional1000	codirectional	1000
chr2	199063	201748	YBL014C	headon1000	headon	1000
chr2	207193	209224	YBL009W	headon1000	headon	1000
chr2	209652	212175	YBL008W	codirectional1000	codirectional	1000
chr2	236491	236887	YBL002W	headon1000	headon	1000
chr2	237152	237467	YBL001C	codirectional1000	codirectional	1000
chr2	252562	254209	YBR008C	codirectional1000	codirectional	1000
chr2	255372	255684	YBR009C	headon1000	headon	1000
chr2	324340	326059	YBR044C	codirectional1000	codirectional	1000
chr2	376573	378433	YBR069C	codirectional1000	codirectional	1000
chr2	379220	379934	YBR070C	headon1000	headon	1000
chr2	406627	407169	YBR082C	codirectional1000	codirectional	1000
chr2	484741	486691	YBR123C	codirectional1000	codirectional	1000
chr2	487198	488380	YBR125C	headon1000	headon	1000
chr2	5789	6125	YBL109W	headon1000	headon	1000
chr2	61201	62602	YBL086C	codirectional1000	codirectional	1000
chr2	620871	622527	YBR200W	headon1000	headon	1000
chr2	622982	623147	YBR200W-A	codirectional1000	codirectional	1000
chr2	623575	624211	YBR201W	codirectional1000	codirectional	1000
chr2	629167	631942	YBR203W	headon1000	headon	1000
chr2	632253	633381	YBR204C	headon1000	headon	1000
chr2	63875	66818	YBL085W	codirectional1000	codirectional	1000
chr2	645	1128	YBL113W-A	codirectional1000	codirectional	1000
chr2	7604	7733	YBL108C-A	headon1000	headon	1000
chr2	800522	801929	YBR297W	headon1000	headon	1000
chr2	802630	804475	YBR298C	headon1000	headon	1000
chr3	108020	108791	YCL005W	headon1000	headon	1000
chr3	109104	110670	YCL004W	codirectional1000	codirectional	1000
chr3	113769	114024	YCL001W-B	headon1000	headon	1000
chr3	130744	131542	YCR009C	codirectional1000	codirectional	1000
chr3	132272	133124	YCR010C	headon1000	headon	1000
chr3	164110	166339	YCR026C	codirectional1000	codirectional	1000
chr3	167369	167999	YCR027C	headon1000	headon	1000
chr3	223453	224230	YCR059C	codirectional1000	codirectional	1000
chr3	224398	224734	YCR060W	headon1000	headon	1000
chr3	225562	227458	YCR061W	codirectional1000	codirectional	1000
chr3	37835	38801	YCL050C	codirectional1000	codirectional	1000
chr3	39785	40724	YCL049C	headon1000	headon	1000
chr3	73404	73986	YCL026C-B	codirectional1000	codirectional	1000
chr3	74703	75285	YCL026C-A	headon1000	headon	1000
chr4	1017000	1017318	YDR278C	headon1000	headon	1000
chr4	1159607	1161320	YDR343C	headon1000	headon	1000
chr4	122215	123589	YDL189W	headon1000	headon	1000
chr4	123864	124998	YDL188C	headon1000	headon	1000
chr4	1352181	1352589	YDR445C	codirectional1000	codirectional	1000
chr4	1353724	1354633	YDR446W	codirectional1000	codirectional	1000
chr4	1459727	1461554	YDR506C	codirectional1000	codirectional	1000
chr4	1462357	1465786	YDR507C	headon1000	headon	1000
chr4	211374	212046	YDL139C	codirectional1000	codirectional	1000
chr4	213350	215642	YDL138W	codirectional1000	codirectional	1000
chr4	231023	231899	YDL129W	headon1000	headon	1000
chr4	232651	233887	YDL128W	codirectional1000	codirectional	1000
chr4	326612	329567	YDL073W	headon1000	headon	1000
chr4	329835	330447	YDL072C	headon1000	headon	1000
chr4	330665	331040	YDL071C	headon1000	headon	1000
chr4	405343	407206	YDL025C	codirectional1000	codirectional	1000
chr4	408450	409857	YDL024C	headon1000	headon	1000
chr4	461841	462516	YDR007W	headon1000	headon	1000
chr4	463433	464996	YDR009W	codirectional1000	codirectional	1000
chr4	482669	483860	YDR018C	codirectional1000	codirectional	1000
chr4	484162	485365	YDR019C	headon1000	headon	1000
chr4	504098	504695	YDR032C	codirectional1000	codirectional	1000
chr4	553253	555152	YDR049W	headon1000	headon	1000
chr4	555725	556472	YDR050C	headon1000	headon	1000
chr4	565926	567555	YDR057W	headon1000	headon	1000
chr4	567722	568703	YDR058C	headon1000	headon	1000
chr4	806620	807748	YDR171W	codirectional1000	codirectional	1000
chr4	899550	903480	YDR217C	codirectional1000	codirectional	1000
chr4	912098	913502	YDR223W	headon1000	headon	1000
chr4	914316	914712	YDR224C	headon1000	headon	1000
chr4	917570	921647	YDR227W	headon1000	headon	1000
chr4	921925	923806	YDR228C	headon1000	headon	1000
chr5	144326	145334	YEL006W	headon1000	headon	1000
chr5	145906	146755	YEL005C	headon1000	headon	1000
chr5	172633	173338	YER010C	codirectional1000	codirectional	1000
chr5	189502	191788	YER017C	codirectional1000	codirectional	1000
chr5	191958	192624	YER018C	codirectional1000	codirectional	1000
chr5	192796	194230	YER019W	codirectional1000	codirectional	1000
chr5	210691	211876	YER028C	codirectional1000	codirectional	1000
chr5	212586	213177	YER029C	headon1000	headon	1000
chr5	213436	213898	YER030W	codirectional1000	codirectional	1000
chr5	263	4097	YEL077C	codirectional1000	codirectional	1000
chr5	285240	286914	YER065C	codirectional1000	codirectional	1000
chr5	298949	301616	YER070W	headon1000	headon	1000
chr5	301946	302327	YER071C	headon1000	headon	1000
chr5	302805	303195	YER072W	codirectional1000	codirectional	1000
chr5	351697	353236	YER096W	headon1000	headon	1000
chr5	404812	406387	YER123W	headon1000	headon	1000
chr5	407341	409063	YER124C	headon1000	headon	1000
chr5	4184	5114	YEL076C-A	headon1000	headon	1000
chr5	437951	438344	YER135C	codirectional1000	codirectional	1000
chr5	439615	440971	YER136W	codirectional1000	codirectional	1000
chr5	4463	5114	YEL076C	headon1000	headon	1000
chr5	4869	5481	YEL075W-A	codirectional1000	codirectional	1000
chr5	492855	498124	YER160C	codirectional1000	codirectional	1000
chr5	496801	498124	YER159C-A	codirectional1000	codirectional	1000
chr5	499346	500348	YER161C	headon1000	headon	1000
chr5	568039	568759	YER188W	headon1000	headon	1000
chr5	569607	569907	YER188C-A	headon1000	headon	1000
chr5	58377	59148	YEL051W	headon1000	headon	1000
chr5	59548	59740	YEL050W-A	codirectional1000	codirectional	1000
chr5	59669	60851	YEL050C	headon1000	headon	1000
chr5	90257	93905	YEL031W	headon1000	headon	1000
chr5	94582	94897	YEL030C-A	headon1000	headon	1000
chr5	94643	96578	YEL030W	codirectional1000	codirectional	1000
chr6	103698	103932	YFL017W-A	headon1000	headon	1000
chr6	103982	104462	YFL017C	codirectional1000	codirectional	1000
chr6	104700	106236	YFL016C	headon1000	headon	1000
chr6	116144	118484	YFL009W	headon1000	headon	1000
chr6	119428	123106	YFL008W	codirectional1000	codirectional	1000
chr6	166727	166916	YFR010W-A	headon1000	headon	1000
chr6	166745	167258	YFR011C	codirectional1000	codirectional	1000
chr6	167887	168496	YFR012W	codirectional1000	codirectional	1000
chr6	196832	199034	YFR022W	headon1000	headon	1000
chr6	199873	201709	YFR023W	codirectional1000	codirectional	1000
chr7	160064	162758	YGL180W	headon1000	headon	1000
chr7	163408	165091	YGL179C	headon1000	headon	1000
chr7	202720	203833	YGL159W	headon1000	headon	1000
chr7	284441	285947	YGL119W	headon1000	headon	1000
chr7	385195	388732	YGL062W	headon1000	headon	1000
chr7	388967	389711	YGL061C	headon1000	headon	1000
chr7	419526	420555	YGL040C	codirectional1000	codirectional	1000
chr7	485422	485533	YGL006W-A	codirectional1000	codirectional	1000
chr7	485920	489442	YGL006W	codirectional1000	codirectional	1000
chr7	506968	507940	YGR007W	headon1000	headon	1000
chr7	508109	508364	YGR008C	codirectional1000	codirectional	1000
chr7	509046	511002	YGR009C	headon1000	headon	1000
chr7	574887	575199	YGR039W	codirectional1000	codirectional	1000
chr7	575397	576504	YGR040W	codirectional1000	codirectional	1000
chr7	656959	659770	YGR089W	headon1000	headon	1000
chr7	713708	715046	YGR110W	headon1000	headon	1000
chr7	715827	717030	YGR111W	codirectional1000	codirectional	1000
chr7	775192	777508	YGR143W	headon1000	headon	1000
chr7	833351	834482	YGR168C	codirectional1000	codirectional	1000
chr7	834688	835903	YGR169C	headon1000	headon	1000
chr7	886072	887875	YGR194C	codirectional1000	codirectional	1000
chr7	888881	889622	YGR195W	codirectional1000	codirectional	1000
chr8	110027	111317	YHR003C	codirectional1000	codirectional	1000
chr8	111753	113094	YHR004C	headon1000	headon	1000
chr8	132046	132922	YHR014W	headon1000	headon	1000
chr8	294668	296447	YHR096C	codirectional1000	codirectional	1000
chr8	297384	298609	YHR097C	headon1000	headon	1000
chr8	445712	447605	YHR171W	headon1000	headon	1000
chr8	448334	450806	YHR172W	codirectional1000	codirectional	1000
chr8	62960	64157	YHL022C	codirectional1000	codirectional	1000
chr8	64461	65859	YHL021C	headon1000	headon	1000
chr8	92626	94510	YHL008C	codirectional1000	codirectional	1000
chr8	95117	97937	YHL007C	headon1000	headon	1000
chr9	102781	105676	YIL130W	headon1000	headon	1000
chr9	106106	113237	YIL129C	headon1000	headon	1000
chr9	174581	174887	YIL102C	codirectional1000	codirectional	1000
chr9	175306	177250	YIL101C	headon1000	headon	1000
chr9	212498	214703	YIL078W	headon1000	headon	1000
chr9	214990	215953	YIL077C	headon1000	headon	1000
chr9	246391	246826	YIL060W	headon1000	headon	1000
chr9	246549	246915	YIL059C	codirectional1000	codirectional	1000
chr9	246913	247198	YIL058W	headon1000	headon	1000
chr9	247901	248396	YIL057C	headon1000	headon	1000
chr9	309385	310426	YIL023C	codirectional1000	codirectional	1000
chr9	311164	312460	YIL022W	codirectional1000	codirectional	1000
chr9	339343	341428	YIL009W	headon1000	headon	1000
chr9	342535	342835	YIL008W	codirectional1000	codirectional	1000
chr9	356142	356895	YIR001C	codirectional1000	codirectional	1000
chr9	357414	360396	YIR002C	headon1000	headon	1000
chr9	410806	411838	YIR029W	headon1000	headon	1000
chr9	412035	412770	YIR030C	headon1000	headon	1000
chr9	412898	413282	YIR030W-A	codirectional1000	codirectional	1000
chr9	69790	73453	YIL147C	codirectional1000	codirectional	1000
chr9	74183	75773	YIL146C	headon1000	headon	1000
chr1	120224	124295	YAL017W	headon2000	headon	2000
chr1	124754	125069	YAL016C-A	headon2000	headon	2000
chr1	124878	126786	YAL016W	codirectional2000	codirectional	2000
chr1	147593	151166	YAL001C	headon2000	headon	2000
chr1	156753	158619	YAR007C	codirectional2000	codirectional	2000
chr1	158965	159793	YAR008W	headon2000	headon	2000
chr1	160596	164187	YAR009C	headon2000	headon	2000
chr1	172210	175135	YAR019C	codirectional2000	codirectional	2000
chr1	174997	175330	YAR019W-A	headon2000	headon	2000
chr1	176855	177023	YAR020C	headon2000	headon	2000
chr1	1806	2169	YAL068C	headon2000	headon	2000
chr1	2479	2707	YAL067W-A	codirectional2000	codirectional	2000
chr1	334	649	YAL069W	headon2000	headon	2000
chr1	537	792	YAL068W-A	headon2000	headon	2000
chr10	101149	101779	YJL170C	headon2000	headon	2000
chr10	159622	159847	YJL133C-A	codirectional2000	codirectional	2000
chr10	160618	161563	YJL133W	headon2000	headon	2000
chr10	161913	164166	YJL132W	codirectional2000	codirectional	2000
chr10	198677	203325	YJL113W	headon2000	headon	2000
chr10	205304	207449	YJL112W	codirectional2000	codirectional	2000
chr10	225054	226737	YJL105W	headon2000	headon	2000
chr10	227326	227776	YJL104W	headon2000	headon	2000
chr10	229024	230881	YJL103C	headon2000	headon	2000
chr10	368747	373799	YJL039C	codirectional2000	codirectional	2000
chr10	375114	375774	YJL038C	headon2000	headon	2000
chr10	376661	377336	YJL037W	codirectional2000	codirectional	2000
chr10	417561	419562	YJL010C	headon2000	headon	2000
chr10	438864	440646	YJR002W	headon2000	headon	2000
chr10	442908	444861	YJR004C	headon2000	headon	2000
chr10	452429	453446	YJR008W	headon2000	headon	2000
chr10	453682	454681	YJR009C	codirectional2000	codirectional	2000
chr10	458076	458361	YJR010C-A	codirectional2000	codirectional	2000
chr10	459794	460418	YJR012C	headon2000	headon	2000
chr10	460381	461593	YJR013W	codirectional2000	codirectional	2000
chr10	538771	539266	YJR055W	headon2000	headon	2000
chr10	541791	542502	YJR056C	headon2000	headon	2000
chr10	608304	608858	YJR094W-A	headon2000	headon	2000
chr10	609772	610741	YJR095W	codirectional2000	codirectional	2000
chr10	613185	615156	YJR098C	headon2000	headon	2000
chr10	63804	67569	YJL197W	headon2000	headon	2000
chr10	65804	66086	YJL197C-A	codirectional2000	codirectional	2000
chr10	67849	68782	YJL196C	headon2000	headon	2000
chr10	678956	683285	YJR137C	codirectional2000	codirectional	2000
chr10	684566	689321	YJR138W	codirectional2000	codirectional	2000
chr10	69240	69942	YJL195C	headon2000	headon	2000
chr10	69337	70879	YJL194W	codirectional2000	codirectional	2000
chr10	97736	99467	YJL172W	headon2000	headon	2000
chr10	99703	100894	YJL171C	headon2000	headon	2000
chr11	153268	153706	YKL160W	codirectional2000	codirectional	2000
chr11	153815	154451	YKL159C	headon2000	headon	2000
chr11	154990	158232	YKL157W	codirectional2000	codirectional	2000
chr11	210592	212332	YKL124W	headon2000	headon	2000
chr11	212042	212423	YKL123W	headon2000	headon	2000
chr11	212494	212998	YKL122C	codirectional2000	codirectional	2000
chr11	214141	216700	YKL121W	codirectional2000	codirectional	2000
chr11	255719	256472	YKL099C	codirectional2000	codirectional	2000
chr11	258502	258913	YKL097C	headon2000	headon	2000
chr11	259072	259222	YKL096C-B	headon2000	headon	2000
chr11	259252	259531	YKL096W-A	codirectional2000	codirectional	2000
chr11	299581	301882	YKL072W	headon2000	headon	2000
chr11	326407	327487	YKL060C	codirectional2000	codirectional	2000
chr11	328117	329443	YKL059C	codirectional2000	codirectional	2000
chr11	330165	330534	YKL058W	codirectional2000	codirectional	2000
chr11	330855	333969	YKL057C	headon2000	headon	2000
chr11	385757	387206	YKL028W	headon2000	headon	2000
chr11	389379	389883	YKL026C	headon2000	headon	2000
chr11	390239	392279	YKL025C	headon2000	headon	2000
chr11	411618	416913	YKL014C	codirectional2000	codirectional	2000
chr11	417507	418023	YKL013C	headon2000	headon	2000
chr11	418309	420061	YKL012W	codirectional2000	codirectional	2000
chr11	445380	446727	YKR003W	headon2000	headon	2000
chr11	448520	450167	YKR005C	headon2000	headon	2000
chr11	518062	518566	YKR040C	headon2000	headon	2000
chr11	518197	518950	YKR041W	codirectional2000	codirectional	2000
chr11	53703	55602	YKL204W	headon2000	headon	2000
chr11	55934	63359	YKL203C	headon2000	headon	2000
chr11	608945	611066	YKR090W	headon2000	headon	2000
chr11	612664	613885	YKR092C	headon2000	headon	2000
chr11	96756	98157	YKL184W	headon2000	headon	2000
chr11	98720	99641	YKL183W	codirectional2000	codirectional	2000
chr12	147889	150163	YLL001W	headon2000	headon	2000
chr12	151388	153977	YLR001C	headon2000	headon	2000
chr12	154342	156334	YLR002C	codirectional2000	codirectional	2000
chr12	156854	157730	YLR003C	headon2000	headon	2000
chr12	157933	159505	YLR004C	headon2000	headon	2000
chr12	228907	229582	YLR040C	codirectional2000	codirectional	2000
chr12	229376	229697	YLR041W	headon2000	headon	2000
chr12	229965	230451	YLR042C	codirectional2000	codirectional	2000
chr12	231701	232013	YLR043C	headon2000	headon	2000
chr12	232389	234081	YLR044C	headon2000	headon	2000
chr12	371619	372927	YLR113W	headon2000	headon	2000
chr12	374943	377238	YLR114C	headon2000	headon	2000
chr12	410722	412414	YLR134W	headon2000	headon	2000
chr12	413280	415527	YLR135W	codirectional2000	codirectional	2000
chr12	452437	452623	YLR154W-A	codirectional2000	codirectional	2000
chr12	511053	512940	YLR177W	headon2000	headon	2000
chr12	513161	513821	YLR178C	headon2000	headon	2000
chr12	514107	514713	YLR179C	headon2000	headon	2000
chr12	600018	602463	YLR228C	codirectional2000	codirectional	2000
chr12	604211	604787	YLR229C	headon2000	headon	2000
chr12	604573	604879	YLR230W	codirectional2000	codirectional	2000
chr12	620472	622821	YLR241W	headon2000	headon	2000
chr12	622917	623883	YLR242C	headon2000	headon	2000
chr12	624202	625021	YLR243W	codirectional2000	codirectional	2000
